,Year,StateAbbr,CountyFIPS,LocationName,DataSource,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID
2079,2019,TX,48029,48029140600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.0,4.8,5.2,2632,POINT (-98.44360421 29.39272191),48029140600
2083,2019,TX,48029,48029161801,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.5,6.2,6.9,4028,POINT (-98.64794291 29.38469584),48029161801
2115,2019,TX,48029,48029170300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.3,4.7,6299,POINT (-98.53420004 29.42178599),48029170300
2136,2019,TX,48029,48029191809,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.7,5.5,5.9,5467,POINT (-98.48810287 29.68039276),48029191809
2142,2019,TX,48029,48029151400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.2,5.0,5.4,4507,POINT (-98.51006673 29.34961484),48029151400
2214,2019,TX,48029,48029121504,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,6.8,7.1,6923,POINT (-98.36248882 29.52969569),48029121504
2216,2019,TX,48037,48037011000,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,6.8,7.3,7535,POINT (-94.13562227 33.42628835),48037011000
2246,2019,TX,48029,48029171919,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.1,3.0,3.2,3201,POINT (-98.68608842 29.39111439),48029171919
2269,2019,TX,48029,48029141101,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,5.0,5.3,4438,POINT (-98.45341509 29.3575493),48029141101
2274,2019,TX,48029,48029151301,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,4.9,5.3,5368,POINT (-98.52567099 29.3472856),48029151301
2290,2019,TX,48025,48025950201,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,2.8,2.7,3.0,7928,POINT (-97.55434387 28.32489217),48025950201
2298,2019,TX,48029,48029191004,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.4,4.6,3730,POINT (-98.50661445 29.4961574),48029191004
2378,2019,TX,48037,48037011700,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.0,7.7,8.3,2455,POINT (-94.59761272 33.34494166),48037011700
2429,2019,TX,48039,48039661100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.4,5.2,5.5,3175,POINT (-95.22838051 29.44093378),48039661100
2448,2019,TX,48009,48009020100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,7.7,8.2,2660,POINT (-98.53364685 33.79673806),48009020100
2485,2019,TX,48039,48039663500,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,6.5,7.1,5561,POINT (-95.42759156 29.02637435),48039663500
2507,2019,TX,48029,48029171921,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.0,3.8,4.1,6024,POINT (-98.6985692 29.39561811),48029171921
2539,2019,TX,48029,48029192000,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.2,4.1,4.3,5244,POINT (-98.4694047 29.45971043),48029192000
2578,2019,TX,48029,48029181722,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,4.9,5.2,4540,POINT (-98.67257075 29.51344015),48029181722
2618,2019,TX,48027,48027022900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.4,4.3,4.6,3672,POINT (-97.73771301 31.11263762),48027022900
2620,2019,TX,48029,48029131700,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,2.9,2.7,3.1,1241,POINT (-98.27862136 29.53028985),48029131700
2656,2019,TX,48029,48029191817,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.4,6.1,6.7,9732,POINT (-98.47622734 29.62949191),48029191817
2659,2019,TX,48029,48029130600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,4.9,5.3,4595,POINT (-98.45221314 29.43033267),48029130600
2708,2019,TX,48029,48029121507,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.7,7.4,7.9,5036,POINT (-98.35770241 29.51604227),48029121507
2751,2019,TX,48029,48029131507,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.2,4.1,4.3,6136,POINT (-98.37220698 29.46527193),48029131507
2789,2019,TX,48029,48029121121,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.6,6.3,6.9,3001,POINT (-98.43249271 29.58759761),48029121121
2798,2019,TX,48029,48029121108,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.9,6.6,7.1,7109,POINT (-98.47009386 29.56642654),48029121108
2873,2019,TX,48027,48027021100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,7.2,8.0,5402,POINT (-97.37344666 31.08547916),48027021100
2891,2019,TX,48037,48037011200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.4,7.3,7.6,5867,POINT (-94.13691065 33.51364267),48037011200
2901,2019,TX,48029,48029121808,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.8,5.6,6.0,3436,POINT (-98.38971388 29.58430643),48029121808
2913,2019,TX,48027,48027020600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,6.9,7.6,2574,POINT (-97.34275171 31.11547071),48027020600
2927,2019,TX,48029,48029120600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.8,5.6,6.0,5970,POINT (-98.44549248 29.49002259),48029120600
3053,2019,TX,48029,48029121206,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,6.7,7.2,7267,POINT (-98.39186558 29.55302154),48029121206
3057,2019,TX,48029,48029190200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.6,6.3,6.8,4375,POINT (-98.48981391 29.45253521),48029190200
3105,2019,TX,48029,48029160502,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.9,5.6,6.3,4096,POINT (-98.53938706 29.40276096),48029160502
3133,2019,TX,48029,48029171000,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.6,5.1,5472,POINT (-98.55960373 29.42316297),48029171000
3200,2019,TX,48029,48029162004,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.0,4.8,5.2,4182,POINT (-98.70655524 29.25648274),48029162004
3232,2019,TX,48029,48029121905,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.4,4.7,5776,POINT (-98.42810219 29.65135972),48029121905
3262,2019,TX,48029,48029160901,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.0,4.7,5.2,3164,POINT (-98.54608457 29.36762223),48029160901
3267,2019,TX,48025,48025950400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.4,6.2,6.6,2006,POINT (-97.75969391 28.4029454),48025950400
3281,2019,TX,48029,48029170700,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.7,5.2,4870,POINT (-98.55078923 29.44326413),48029170700
3385,2019,TX,48029,48029172003,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.3,4.2,4.5,6176,POINT (-98.72374732 29.4386032),48029172003
3435,2019,TX,48039,48039660801,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.0,4.9,5.1,8422,POINT (-95.3099459 29.5530505),48039660801
3436,2019,TX,48029,48029131614,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.0,3.9,4.1,3707,POINT (-98.34023172 29.47390556),48029131614
3470,2019,TX,48027,48027022600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.2,4.0,4.3,4292,POINT (-97.71749055 31.1216503),48027022600
3476,2019,TX,48029,48029190800,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,7.6,8.3,2237,POINT (-98.48664036 29.47491224),48029190800
3517,2019,TX,48029,48029121910,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.7,5.5,5.8,4736,POINT (-98.38981392 29.62110395),48029121910
3575,2019,TX,48027,48027022105,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.0,3.9,4.1,2317,POINT (-97.67394603 31.12782735),48027022105
3619,2019,TX,48029,48029191202,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,7.0,7.5,5345,POINT (-98.50760692 29.53266395),48029191202
3666,2019,TX,48035,48035950400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.2,8.9,9.5,3703,POINT (-97.58600666 31.79223664),48035950400
3682,2019,TX,48007,48007950400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,7.6,8.1,3583,POINT (-97.07096438 28.01718419),48007950400
3683,2019,TX,48027,48027022104,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.3,4.1,4.4,4399,POINT (-97.67765106 31.11943988),48027022104
3717,2019,TX,48029,48029150501,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.3,5.1,5.5,4372,POINT (-98.52560809 29.37908813),48029150501
3789,2019,TX,48039,48039661900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.6,4.4,4.7,12253,POINT (-95.49673902 29.35249089),48039661900
3790,2019,TX,48029,48029181005,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.3,4.6,3799,POINT (-98.55404601 29.50240106),48029181005
3795,2019,TX,48037,48037011402,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.3,7.1,7.5,2277,POINT (-94.2834389 33.3062612),48037011402
3811,2019,TX,48039,48039662100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,6.1,6.4,5849,POINT (-95.51018571 29.19694216),48039662100
3814,2019,TX,48029,48029181601,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.9,6.7,7.2,3082,POINT (-98.60245089 29.47532227),48029181601
3818,2019,TX,48027,48027021000,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.4,5.2,5.6,4610,POINT (-97.35626733 31.08070911),48027021000
3885,2019,TX,48037,48037011502,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.4,8.0,8.7,2910,POINT (-94.41782393 33.52770065),48037011502
3905,2019,TX,48029,48029171916,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.0,3.9,4.1,6719,POINT (-98.70091643 29.42288202),48029171916
3952,2019,TX,48039,48039662800,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,7.3,7.7,6470,POINT (-95.69774333 29.01853913),48039662800
4035,2019,TX,48029,48029191408,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.7,3.6,3.8,2989,POINT (-98.51499767 29.54973929),48029191408
4129,2019,TX,48029,48029121115,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,7.3,8.0,5141,POINT (-98.45341942 29.57537954),48029121115
4144,2019,TX,48029,48029121203,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.0,5.8,6.1,3996,POINT (-98.3911406 29.53374809),48029121203
4171,2019,TX,48029,48029141700,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.0,4.9,5.1,5224,POINT (-98.39474806 29.3232229),48029141700
4252,2019,TX,48029,48029141300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.1,5.9,6.3,5591,POINT (-98.41465285 29.37552206),48029141300
4292,2019,TX,48029,48029181716,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.8,3.7,4.0,7342,POINT (-98.69297554 29.507068),48029181716
4301,2019,TX,48029,48029161200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.2,4.0,4.3,2894,POINT (-98.60318952 29.29900678),48029161200
4342,2019,TX,48029,48029190601,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.6,4.4,4.8,3768,POINT (-98.52165921 29.47213729),48029190601
4345,2019,TX,48025,48025950600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,6.7,7.0,2430,POINT (-97.67845212 28.21874427),48025950600
4354,2019,TX,48029,48029150300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,5.0,5.2,4702,POINT (-98.50165045 29.38842588),48029150300
4366,2019,TX,48029,48029171914,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.7,5.0,5368,POINT (-98.67882511 29.43335501),48029171914
4390,2019,TX,48029,48029121701,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,7.6,8.3,3771,POINT (-98.29424707 29.55446564),48029121701
4396,2019,TX,48027,48027023204,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,1.1,1.1,1.2,4486,POINT (-97.67860399 31.13689288),48027023204
4446,2019,TX,48027,48027021601,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.0,5.8,6.2,5080,POINT (-97.49252612 31.0597886),48027021601
4451,2019,TX,48039,48039662400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.7,6.5,6.8,5637,POINT (-95.34684217 29.1979462),48039662400
4588,2019,TX,48029,48029141102,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.4,4.7,3973,POINT (-98.44533373 29.36269472),48029141102
4618,2019,TX,48029,48029170102,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.6,5.2,3796,POINT (-98.51959771 29.43163347),48029170102
4663,2019,TX,48029,48029172005,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.3,3.2,3.4,3532,POINT (-98.72659309 29.49283959),48029172005
4674,2019,TX,48037,48037011501,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.4,5.3,5.6,7910,POINT (-94.4806283 33.45348894),48037011501
